week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,,1.0,,1.0,6.0
2022-43,0.039921079189530126,1.1460692623210245,0.6312100695608907,1.4204520304694606,16.0
2022-44,0.047715911042823064,0.8261046638340604,-0.2844564119625067,0.49309288377239946,34.0
2022-45,-0.09973950183758123,0.6478728409681406,0.06878701086826138,1.2239932939859772,43.0
2022-46,-0.038792408143782826,1.127929350867122,0.26935958350585176,1.3125068518905962,19.0
2022-47,-0.11712167180588377,1.2056859496899288,-0.02405979127443155,1.13973896890704,26.0
2022-48,-0.5663806949722007,1.0370543799299266,0.28618289606877645,1.484722672442875,27.0
2022-49,-0.1142654307716898,0.9199292520513862,0.09212907409489794,1.3282269475733681,50.0
2022-50,0.06704266874758721,0.9163800900925483,0.07324816698493405,1.4308196332277068,25.0
2022-51,-0.22748592169500284,1.2997280620164176,0.07047058656217073,1.2561416545506785,25.0
2022-52,-0.19144891798383812,0.17039594751817058,-0.2730100025125648,0.08608450393326837,4.0
2023-00,1.1823096406480278,0.7212657621403626,0.29520894212980375,1.0477271520456628,3.0
2023-01,-0.4982039150535735,1.3037010856441102,-0.21182138976749781,0.4808187325672482,26.0
2023-02,0.024675097024234295,1.2014557581195056,0.015219155393819126,1.0482530141046216,25.0
2023-03,-0.31858891331049793,0.5436796816935404,-0.07968204539671733,1.0547426241655422,22.0
2023-04,0.12335443114019799,0.863090091782738,0.19762794626663646,1.3575270681609624,29.0
2023-05,-0.01328869689222402,1.106654388278243,-0.3493957292216248,0.12372148925353667,16.0
2023-06,-0.2968531223555988,1.0869491398065803,-0.1526294893646154,0.6089948281882811,39.0
2023-07,-0.08413383790150183,0.7003971373106771,-0.30448985823412394,0.34636468246110175,30.0
2023-08,0.042771519510076385,0.7768301254460309,0.014920060007314934,0.9184361513268228,38.0
2023-09,0.11050965021701738,0.86110535603791,0.1256495775334989,1.214306208150479,21.0
2023-10,-0.10639035078275771,0.7497799163327126,0.35863280379560825,1.2320545691308273,38.0
2023-11,-0.12373278386180885,0.853951015881093,-0.04362731617784383,0.8660737273069796,61.0
2023-12,0.04437582338571009,1.3948209198382882,-0.17701658934684064,0.5811875357149607,12.0
2023-13,0.10825405615037233,0.9444048137343818,0.1142827380418909,1.3216590224336273,38.0
2023-14,0.2183561440715413,0.9799255236548773,0.08672675945648187,0.9535549369036168,78.0
2023-15,0.16832675481125325,0.7207607699866849,0.21764275233847852,1.0577162911380715,23.0
2023-16,0.12219586157105787,0.903378855419794,-0.20556624973788903,0.6348192996129184,21.0
2023-17,0.6814675183852344,0.9167060915369601,-0.0822241281961968,1.294753359062647,21.0
2023-18,0.012127342592456637,1.0717402410150387,-0.007199432885838024,0.9288084520777915,48.0
2023-19,0.2060547154312471,1.0993388448425088,-0.1611460367188743,0.6011161536784122,48.0
2023-20,0.17331735386712857,0.6452710979560979,0.07853798771458582,1.207345290227112,31.0
2023-21,0.027384190838820505,1.033539968041878,-0.12474318497692859,0.6558384612786262,30.0
2023-22,0.16780241797855697,0.9205231282551195,-0.2152545572400196,0.4238912529247224,21.0
2023-23,0.045897528077747635,0.7984286890039375,0.05271552334320315,1.0834254062422852,9.0
2023-24,-0.054682025473105966,0.5554447189749524,-0.2096699975198997,0.35116088920972227,21.0
2023-25,-0.010410642516590542,0.6207980083228479,-0.13798504432485276,0.5999519029533396,17.0
2023-26,0.0996175255683723,0.7336078149420672,-0.07218733508202622,0.7486817053569983,18.0
2023-27,0.15269625424273936,1.1578928928241652,-0.2925634902266099,0.08352419071216717,10.0
2023-28,0.021506031489781273,1.3360018689020536,0.2059069408947514,1.117879967725271,32.0
2023-29,0.07396832574857427,0.8128919209350142,-0.2960245432732091,0.07531564974134676,15.0
2023-30,-0.03191727054328565,1.3871708220742778,-0.09301933394175459,0.4868729089296969,18.0
2023-31,0.037229556995583876,1.0613753779873545,-0.05363731564561246,1.0083306706685755,20.0
2023-32,0.13871756982430353,1.197001917659786,-0.04222221922335234,0.8195111931769239,25.0
2023-33,-0.12410166256023433,0.753652866655649,-0.02052776004463869,0.8157593315979347,30.0
2023-34,0.25438508446459307,1.200066595368029,-0.2251012681841366,0.3226881691740237,29.0
2023-35,-0.1426485406778684,0.8774326783149534,-0.1902382798141252,0.7689631317854381,25.0
2023-36,0.3857689793670226,0.9092314763094412,0.10683015079828602,0.8351553443758614,17.0
2023-37,0.1696980602837712,0.8123523729054863,0.2916844297262888,1.177893612977856,51.0
2023-38,0.013029452391179166,0.9371624673204905,-0.2408512171574837,0.5116608771740161,42.0
2023-39,0.37010049480680945,1.3772727368634297,-0.07196154363074278,0.8333597184733698,43.0
2023-40,-0.2345667341604315,0.8652660874789253,-0.009427816191417837,0.9405886885009526,44.0
2023-41,-0.07491258395699703,0.7429606432797234,-0.05913137633309946,0.8200820606439919,21.0
2023-42,-0.2724495445336462,0.9273455110253104,0.32714434641736745,1.359348818593593,28.0
2023-43,-0.4200500481238499,0.9890981769720619,0.13099617625407955,1.248593766525933,24.0
