topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Bundesliga,0.008933889980060936,0.9734208807803345,-0.004451348966556967,0.9784153962883222,1381.0
Deutschland,-0.27885961884347404,1.0045986485742102,-0.03928027538793377,1.0536654799166507,143.0
Freiburg,-0.2802584839105865,1.055091762863995,-0.03001725585625054,1.0689676300087625,132.0
Luxemburg,0.38101211966607373,0.9868092201202754,0.1907164852736889,1.0715502710493934,81.0
Qatar,0.0,1.0,0.0,1.0,1.0
