day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
000-00-00,,1.0,,1.0,4.0
2022-10-25,0.47133936705628393,0.9599154733941425,1.7199995974003768,1.4276679878137688,4.0
2022-10-27,0.4407431015981786,0.7381181328462856,0.5511253517839055,1.0857412776293993,3.0
2022-10-28,0.6080505816039319,0.7164439545403279,-0.31893733180560824,0.001211380086310452,2.0
2022-10-29,-0.9288252679327517,2.2014413758611813,-0.20721168492918088,0.5428983854798218,3.0
2022-10-30,-0.14687321527312835,0.9709639471515067,0.33937182276262434,1.3609881774471901,4.0
2022-11-01,-0.11973570960886305,0.16889242849834052,-0.5611580104293011,0.1638069880605053,4.0
2022-11-02,0.49487145151056283,1.2001358567422076,-0.44419741703511795,0.21369291611644334,7.0
2022-11-03,-0.20149152659110348,0.2588319252803468,-0.38913536552538824,0.10439502668411839,5.0
2022-11-04,-0.4861413957154122,0.996636178001291,-0.4044277445413013,0.22495008843030345,6.0
2022-11-05,0.365725846330279,0.5904746815406876,0.4711178260695986,0.881056489638918,5.0
2022-11-06,0.10611511561568603,0.9443792561272533,-0.3272869812536732,0.059743003879583235,7.0
2022-11-07,0.3913160837836244,0.38412726262577396,0.15528615781975252,1.172402829004881,3.0
2022-11-08,0.002637554442818457,1.3800238316275604,-0.36020808209737,0.19410929146874129,5.0
2022-11-09,-0.19335823651577752,0.3360348988634556,0.6139265858263938,2.0297299146020555,7.0
2022-11-10,-0.4184656765538369,0.426391439954853,-0.3550883995437634,0.15535204736431993,8.0
2022-11-11,-0.48131153469614124,1.5716458584653095,-0.3877219156252112,0.26929038038035297,3.0
2022-11-12,-0.2057811518934576,0.29101849588848566,-0.15904037836599189,0.22491706005013432,2.0
2022-11-13,0.05747490098547957,0.5620358641442819,0.2952106044379684,1.3204112230823313,15.0
2022-11-14,0.08300615625152732,1.1662841055257924,-0.2916042655019419,0.048498382524862486,7.0
2022-11-15,-0.7399564942887045,1.0464565097891356,-0.15904037836599189,0.22491706005013432,2.0
2022-11-16,0.7508716002928646,0.9184233761621579,0.3456925881037281,0.9411400267810378,2.0
2022-11-17,-0.17630102677730208,1.5648211386191273,0.6342516206468154,1.9471490949220924,6.0
